application,course,tuition,scholarship,age,grade_1,grade_2,inflation,success
1,9238,1,0,20,12,12,3,Graduate
43,9085,1,0,20,0,14,4,Enrolled
39,9130,1,1,30,0,10,1,Dropout
17,9238,1,0,20,12,12,1,Graduate
1,9556,1,0,20,12,14,4,Graduate
1,9500,1,1,20,14,14,4,Graduate
1,9085,1,0,20,16,16,1,Graduate
1,9238,1,0,20,12,12,3,Graduate
42,9119,1,0,25,0,14,0,Dropout
1,9773,1,0,20,0,0,1,Dropout
39,9853,1,1,35,16,16,-1,Graduate
18,9500,1,1,20,12,12,4,Graduate
1,9500,1,1,20,14,14,-1,Graduate
1,9670,1,0,20,12,14,1,Graduate
17,9500,1,1,20,12,12,1,Graduate
53,9991,1,0,25,12,12,1,Enrolled
39,9670,1,0,30,10,0,1,Dropout
17,9773,1,0,20,12,12,3,Enrolled
43,9147,1,0,20,12,12,0,Graduate
1,9147,1,0,35,10,12,3,Dropout
51,9853,1,0,35,0,0,1,Dropout
7,9991,1,0,30,12,12,1,Graduate
17,9254,1,0,20,12,14,1,Graduate
17,9670,1,0,20,14,12,1,Graduate
39,9147,0,0,35,12,12,-1,Dropout
39,8014,1,1,25,12,12,1,Enrolled
17,9238,1,1,20,12,12,0,Graduate
1,9773,1,1,20,14,14,0,Graduate
1,9500,1,1,20,14,14,1,Graduate
17,9254,0,0,20,0,0,-1,Dropout
1,9119,1,1,20,18,18,1,Graduate
1,9670,1,1,20,12,12,-1,Graduate
17,9853,1,0,20,14,12,1,Dropout
1,9070,1,1,20,12,14,3,Enrolled
1,9238,1,0,20,12,12,1,Graduate
1,9773,1,0,20,12,12,3,Graduate
1,9500,1,0,20,14,14,1,Graduate
17,9119,1,1,20,14,14,1,Enrolled
1,9500,1,0,20,14,14,4,Graduate
44,9003,1,0,20,12,10,0,Dropout
17,9119,1,0,20,14,18,1,Graduate
39,9003,0,0,35,0,0,1,Dropout
39,8014,1,0,25,10,0,0,Dropout
39,9670,1,0,25,0,0,3,Dropout
39,9500,1,0,35,12,12,1,Dropout
1,9991,1,0,20,12,12,3,Graduate
18,9254,1,0,25,10,12,-1,Enrolled
17,9147,1,0,20,12,0,1,Dropout
1,9254,0,0,20,0,0,1,Dropout
44,171,1,0,20,0,0,3,Graduate
51,9670,1,0,20,12,14,1,Graduate
1,9773,1,1,20,14,16,0,Graduate
1,9773,1,0,20,12,12,4,Graduate
53,9003,1,1,25,14,14,1,Graduate
17,9147,1,1,20,14,12,4,Graduate
18,9500,1,0,20,14,14,4,Graduate
1,9500,1,0,20,12,12,1,Graduate
53,9147,1,0,20,12,12,1,Graduate
1,9085,1,1,20,16,14,3,Graduate
1,9773,1,1,25,14,12,1,Graduate
1,9500,1,0,20,12,14,0,Dropout
1,9670,1,0,20,12,12,0,Enrolled
17,9500,1,0,20,14,14,1,Graduate
17,9085,1,0,20,12,12,-1,Enrolled
1,9773,0,1,20,12,10,3,Dropout
43,9254,1,1,20,12,12,1,Dropout
17,9853,1,0,20,12,12,1,Graduate
1,9238,1,0,20,12,12,1,Graduate
1,9853,1,0,20,14,14,1,Enrolled
1,9500,1,1,20,14,14,-1,Graduate
17,9556,1,1,20,12,12,1,Graduate
17,9147,1,0,20,10,12,0,Enrolled
1,9500,1,0,20,14,14,3,Graduate
1,9085,1,0,20,12,12,1,Enrolled
17,9254,0,0,20,10,0,3,Dropout
1,9500,1,0,20,14,14,1,Graduate
1,9085,1,0,20,12,14,1,Enrolled
17,9556,1,1,20,12,14,4,Graduate
1,9500,1,0,20,14,14,1,Graduate
1,9130,0,0,25,0,12,1,Dropout
1,9238,1,0,20,12,12,0,Enrolled
1,9500,1,0,20,14,14,0,Graduate
17,9853,1,0,20,14,10,3,Enrolled
39,9500,1,1,25,12,12,1,Enrolled
17,9147,0,1,20,12,12,1,Enrolled
43,9130,1,0,20,12,12,3,Dropout
18,9500,1,1,20,12,12,1,Graduate
44,9238,1,1,20,12,12,0,Graduate
1,9773,1,0,20,12,12,1,Graduate
17,9085,1,1,20,12,16,4,Graduate
1,9853,1,1,20,14,14,-1,Graduate
17,9070,0,1,20,12,12,4,Dropout
1,9085,1,0,20,14,14,1,Graduate
17,9773,1,1,20,12,14,0,Graduate
1,9500,1,1,20,14,12,1,Enrolled
53,9085,0,0,25,14,14,1,Enrolled
39,9085,1,1,25,12,12,1,Graduate
1,171,1,0,20,0,0,1,Graduate
1,9500,1,0,20,16,16,4,Graduate
1,9070,1,0,20,12,12,4,Graduate
17,9853,1,0,20,0,0,1,Dropout
1,9238,1,1,20,10,12,1,Enrolled
1,9085,1,0,20,14,12,0,Enrolled
39,9773,1,0,25,12,0,3,Dropout
39,9254,0,0,35,0,0,3,Dropout
17,171,0,0,20,0,0,1,Dropout
42,9119,0,0,25,0,0,3,Dropout
1,9119,1,0,20,14,0,1,Dropout
1,9500,1,1,20,14,14,1,Graduate
39,9070,1,0,30,0,0,1,Dropout
44,171,1,0,20,0,0,1,Graduate
1,9500,1,0,20,14,14,3,Graduate
39,9670,0,0,25,0,0,-1,Dropout
51,9119,1,0,20,14,14,1,Dropout
1,9500,1,0,20,12,12,4,Graduate
1,9147,1,0,20,10,12,4,Dropout
53,9670,1,1,25,14,12,1,Graduate
39,8014,1,0,30,12,14,1,Graduate
1,9500,1,0,20,16,16,4,Graduate
1,9238,1,0,20,12,12,3,Graduate
1,9773,1,0,20,12,12,-1,Graduate
7,9556,0,0,25,14,12,1,Dropout
1,171,1,0,20,0,0,0,Dropout
17,9147,1,0,20,12,12,3,Enrolled
1,171,1,1,20,0,0,1,Graduate
1,9070,0,0,20,14,0,-1,Dropout
51,9238,1,0,20,0,0,1,Dropout
18,9556,1,0,20,12,12,1,Graduate
39,9500,0,0,30,0,0,0,Dropout
7,9003,1,0,25,12,12,3,Graduate
1,9500,1,0,20,14,14,3,Graduate
39,9070,1,1,25,16,16,3,Graduate
1,9130,1,0,20,10,0,4,Dropout
43,9130,0,0,20,0,0,1,Dropout
1,9147,1,0,20,14,12,0,Graduate
17,9119,1,0,20,0,0,3,Dropout
1,9085,1,0,20,12,10,1,Enrolled
1,9500,1,1,20,14,14,-1,Graduate
1,9254,1,0,20,12,12,-1,Graduate
1,171,1,0,20,0,0,0,Dropout
17,9238,1,0,20,12,14,0,Graduate
17,9773,1,0,20,12,12,1,Graduate
17,9254,1,1,20,12,12,1,Graduate
1,9130,1,0,20,14,14,0,Enrolled
44,9070,1,1,20,14,14,1,Graduate
39,9556,1,0,30,12,12,1,Graduate
17,9853,1,1,20,14,14,0,Graduate
1,171,1,0,20,0,0,1,Enrolled
1,9254,1,1,20,12,12,1,Graduate
1,9085,1,0,20,14,14,3,Graduate
17,9500,1,1,20,14,16,0,Graduate
44,9147,0,0,25,0,0,3,Dropout
15,9119,1,0,20,0,0,1,Dropout
18,9500,1,1,20,12,12,1,Graduate
1,9773,1,0,20,12,10,1,Enrolled
17,9254,1,0,20,10,12,3,Dropout
15,9147,1,0,20,10,12,1,Graduate
39,8014,1,0,60,0,0,1,Dropout
16,9238,1,1,20,12,12,1,Graduate
43,9670,1,0,25,10,12,-1,Graduate
1,9773,1,1,20,12,12,-1,Enrolled
18,9500,1,0,20,14,14,0,Graduate
1,9085,1,0,20,12,12,3,Graduate
17,9085,0,0,20,0,0,4,Dropout
17,9670,1,0,20,14,14,1,Graduate
17,9147,1,1,20,12,12,1,Graduate
39,9130,1,0,25,12,12,1,Dropout
17,9853,1,0,20,12,12,1,Dropout
1,9147,1,1,20,12,12,-1,Enrolled
17,9238,1,1,20,12,12,1,Graduate
1,9254,1,0,20,10,12,3,Graduate
1,9130,1,0,20,14,14,4,Enrolled
1,171,1,1,20,0,0,1,Graduate
44,9085,1,0,20,14,12,0,Graduate
1,9254,1,0,20,14,14,1,Enrolled
17,9238,1,1,20,10,12,4,Enrolled
17,9773,1,1,20,14,12,1,Graduate
1,9500,1,1,20,12,12,1,Graduate
1,9853,1,0,20,12,10,1,Dropout
1,9254,1,1,20,10,12,3,Enrolled
16,9070,1,0,20,16,16,4,Graduate
1,9500,1,1,20,12,12,1,Enrolled
15,9147,0,0,25,14,14,1,Dropout
15,9119,1,0,20,14,12,1,Enrolled
39,8014,1,0,35,12,12,3,Graduate
18,9670,1,1,20,14,14,1,Graduate
1,9085,1,0,20,12,12,1,Graduate
1,9670,1,0,20,12,14,3,Graduate
1,171,1,0,25,12,12,1,Graduate
17,9254,1,0,20,14,14,1,Graduate
17,9003,0,0,25,0,0,0,Dropout
43,9991,1,0,35,14,14,-1,Graduate
1,9254,0,0,20,0,0,4,Dropout
1,171,0,0,20,0,0,-1,Dropout
17,9119,1,1,20,12,12,1,Dropout
44,9003,1,0,20,12,14,1,Dropout
44,9070,1,0,25,12,12,0,Graduate
17,9130,1,0,20,12,12,1,Dropout
1,9003,1,0,20,12,12,3,Graduate
1,171,1,0,20,0,0,1,Dropout
18,9238,1,1,20,12,12,1,Graduate
1,9119,1,0,20,12,12,3,Enrolled
1,9147,1,1,20,0,0,1,Dropout
1,9147,1,0,20,12,14,1,Enrolled
1,9500,1,0,20,14,12,1,Enrolled
1,9670,1,0,20,12,10,0,Enrolled
18,9147,0,0,20,0,0,-1,Dropout
39,9670,1,0,25,10,12,3,Dropout
44,9003,1,0,20,12,12,0,Graduate
1,9670,1,0,20,12,12,-1,Enrolled
51,9119,1,0,25,14,10,1,Dropout
17,9254,1,0,20,12,10,3,Enrolled
43,8014,1,0,20,12,12,-1,Graduate
17,9119,1,0,20,12,0,1,Dropout
17,9119,1,0,20,14,14,3,Enrolled
1,9773,1,1,20,16,14,1,Graduate
1,9254,1,0,20,12,14,1,Graduate
17,9147,1,0,20,12,12,0,Enrolled
44,9003,1,0,20,12,12,3,Enrolled
17,9773,1,1,20,12,12,0,Graduate
17,9773,1,0,20,0,0,-1,Dropout
17,9119,1,0,20,12,12,1,Enrolled
17,9130,1,0,20,12,12,-1,Graduate
39,9991,1,0,35,12,12,4,Dropout
51,171,1,0,20,14,14,1,Graduate
39,9003,0,0,25,14,0,3,Dropout
1,9085,1,1,20,14,0,1,Dropout
53,9085,1,1,20,12,14,1,Dropout
39,9773,1,0,40,12,12,1,Graduate
1,9670,1,1,20,16,14,1,Graduate
17,9254,1,1,20,12,14,0,Graduate
39,9500,1,1,25,10,10,3,Graduate
18,9238,1,1,20,10,12,3,Graduate
53,9085,0,1,20,14,14,1,Graduate
17,9670,1,1,25,12,12,3,Enrolled
43,8014,1,0,25,0,0,0,Dropout
17,9119,1,0,20,14,14,3,Graduate
39,9003,1,0,30,16,14,0,Graduate
1,9773,1,0,20,12,12,0,Graduate
44,9130,1,0,20,10,10,0,Dropout
39,9670,1,1,25,12,14,1,Graduate
39,9500,1,0,25,0,0,0,Dropout
7,9119,1,0,25,14,14,1,Graduate
43,9556,1,0,20,14,14,3,Graduate
17,9670,1,0,20,14,14,3,Graduate
39,9003,1,0,30,12,12,1,Enrolled
44,9003,1,1,20,14,12,0,Graduate
1,9070,1,0,20,14,14,1,Graduate
1,9670,1,0,20,12,0,1,Dropout
39,9991,1,0,35,14,14,1,Graduate
39,9500,1,0,35,14,10,1,Enrolled
39,9500,1,0,25,12,12,4,Enrolled
17,9773,0,0,20,12,12,-1,Dropout
39,9991,1,1,30,10,10,3,Enrolled
1,171,1,0,20,0,0,-1,Graduate
43,9070,1,0,20,14,14,3,Graduate
43,9500,1,0,40,0,0,4,Dropout
17,9254,0,0,20,0,0,1,Dropout
39,9991,1,0,45,10,12,-1,Enrolled
17,171,1,1,20,0,0,1,Graduate
10,9254,1,0,20,14,14,1,Graduate
17,9500,1,0,20,0,0,3,Dropout
1,171,1,1,20,14,14,1,Graduate
7,9500,0,0,40,0,0,1,Dropout
17,171,1,0,20,14,14,1,Graduate
1,171,1,1,20,0,0,0,Enrolled
39,9147,0,0,25,0,0,4,Dropout
39,9991,1,0,25,10,0,4,Dropout
39,9991,1,0,30,16,16,1,Graduate
17,9085,1,0,20,12,0,1,Dropout
1,9670,1,0,20,12,12,-1,Dropout
1,171,1,0,20,0,0,3,Enrolled
1,9500,1,0,20,12,12,4,Graduate
17,9773,0,0,20,12,12,3,Dropout
39,9119,1,1,30,10,12,1,Graduate
15,9254,0,0,20,12,14,0,Graduate
10,9500,0,0,25,12,12,4,Dropout
39,9003,1,0,40,14,14,3,Enrolled
17,9500,1,0,20,14,14,3,Graduate
15,9773,1,0,60,12,12,1,Graduate
7,9119,1,0,30,14,16,0,Enrolled
1,9085,1,0,20,14,14,4,Graduate
44,9991,1,0,40,12,12,-1,Enrolled
39,9500,1,0,25,0,0,1,Dropout
1,9238,1,1,20,12,12,-1,Graduate
18,9853,0,0,20,12,12,1,Dropout
39,9119,0,0,30,0,0,4,Dropout
17,9147,1,0,20,12,10,-1,Dropout
39,9853,1,0,40,0,0,0,Dropout
17,8014,1,0,40,10,0,1,Dropout
7,9130,1,0,35,0,0,1,Dropout
39,8014,1,0,25,12,12,3,Dropout
17,9070,1,0,20,12,12,3,Graduate
18,9773,0,0,20,12,12,1,Enrolled
39,9991,0,0,40,0,0,3,Dropout
7,9254,0,0,35,0,0,1,Dropout
39,9500,0,0,35,0,0,4,Dropout
43,8014,1,1,35,12,12,-1,Graduate
43,9147,1,0,50,10,10,4,Graduate
7,9147,1,0,50,10,10,0,Graduate
1,9085,1,0,20,14,14,-1,Graduate
39,8014,1,1,30,14,14,1,Graduate
1,9500,1,0,20,12,14,1,Graduate
1,9119,1,0,20,0,0,-1,Dropout
17,9147,1,0,20,0,0,3,Enrolled
16,171,1,0,20,0,0,3,Dropout
1,9500,1,0,20,14,14,-1,Graduate
15,33,1,0,20,12,12,1,Enrolled
17,9130,1,0,20,14,14,1,Enrolled
1,9147,1,1,20,14,12,1,Graduate
44,9130,0,0,20,12,12,1,Enrolled
17,9085,1,0,20,14,14,0,Enrolled
17,9238,1,1,20,14,12,4,Graduate
17,9500,1,1,20,14,16,0,Graduate
1,9147,1,0,20,10,12,1,Graduate
15,9556,1,0,20,0,12,1,Enrolled
43,9130,1,0,35,0,0,0,Dropout
1,8014,1,0,45,14,14,3,Enrolled
39,9003,0,0,40,0,0,0,Dropout
39,9991,0,0,55,0,0,3,Dropout
39,9003,0,0,30,14,12,0,Dropout
7,9991,1,0,45,12,12,1,Graduate
1,171,1,0,20,0,0,0,Graduate
39,9670,1,0,45,12,14,1,Dropout
39,9991,1,0,30,12,14,3,Enrolled
1,9085,0,0,20,14,12,3,Dropout
16,171,1,1,20,0,0,1,Enrolled
1,9773,1,1,20,14,14,4,Graduate
16,9070,1,0,20,12,12,3,Enrolled
43,9991,1,0,35,0,12,0,Dropout
17,9853,1,1,20,12,12,1,Dropout
1,9773,1,1,20,14,14,3,Graduate
1,171,1,0,20,0,0,3,Graduate
1,9147,1,0,20,12,12,-1,Enrolled
17,9119,1,0,20,12,10,1,Enrolled
17,9254,1,0,20,10,12,1,Dropout
17,8014,1,0,20,12,12,3,Graduate
44,9003,1,0,25,12,0,3,Dropout
17,171,1,0,20,0,0,-1,Dropout
1,9147,1,0,20,12,10,1,Enrolled
1,171,0,1,20,0,0,-1,Dropout
17,9147,1,0,20,10,12,1,Enrolled
1,9670,1,0,20,12,12,3,Enrolled
1,9500,1,0,20,12,12,0,Enrolled
1,9773,1,1,20,16,16,0,Graduate
17,9238,1,0,20,12,12,-1,Dropout
17,9773,1,0,20,12,12,0,Dropout
1,171,1,0,20,0,0,1,Graduate
17,9670,1,0,20,12,14,3,Enrolled
1,9254,1,0,20,12,10,-1,Enrolled
44,9003,1,0,20,12,14,1,Graduate
39,9003,0,0,25,12,0,1,Dropout
53,9003,1,0,20,12,12,1,Enrolled
1,9254,1,0,20,14,14,1,Graduate
1,9500,1,0,20,12,12,-1,Graduate
17,9773,1,0,20,12,14,1,Enrolled
1,9070,1,0,20,12,12,1,Graduate
1,9147,1,0,20,10,12,-1,Dropout
16,9085,1,0,20,14,12,-1,Enrolled
17,9500,1,0,20,12,12,0,Graduate
39,8014,0,0,35,0,0,-1,Dropout
39,8014,1,1,35,12,12,1,Graduate
39,9085,1,0,25,12,12,3,Dropout
1,9085,1,0,20,14,14,3,Graduate
39,8014,1,0,25,12,12,3,Dropout
1,9773,1,1,20,14,14,1,Dropout
42,9670,1,1,20,12,12,4,Graduate
18,9670,1,0,20,14,14,1,Graduate
1,9085,1,0,20,12,14,1,Graduate
39,9556,0,0,50,10,12,4,Dropout
39,9556,1,0,45,12,12,4,Dropout
42,9853,1,0,25,12,10,0,Dropout
39,9991,0,0,50,10,0,3,Dropout
1,9085,1,1,20,16,12,1,Graduate
44,9991,1,0,30,12,12,-1,Dropout
1,9670,0,0,20,12,12,3,Dropout
39,9119,1,0,25,0,0,0,Dropout
39,9130,1,0,55,12,12,-1,Graduate
39,9773,0,0,40,0,0,0,Dropout
39,9991,1,0,50,14,14,3,Graduate
43,8014,1,0,55,14,12,4,Enrolled
39,9991,1,0,50,12,12,3,Graduate
17,9670,1,1,20,12,14,0,Graduate
39,9130,1,0,35,12,14,1,Graduate
1,9500,1,1,20,14,12,1,Graduate
39,9670,1,0,25,0,0,-1,Dropout
1,9070,1,0,20,14,14,0,Graduate
1,9500,1,1,20,12,12,1,Graduate
1,9070,1,0,20,14,14,-1,Graduate
17,9500,1,0,20,14,14,1,Graduate
17,8014,1,0,20,12,12,1,Graduate
17,9254,1,0,20,12,12,1,Dropout
1,171,1,0,20,0,0,1,Dropout
1,171,1,0,20,12,14,1,Graduate
43,9500,1,1,20,14,14,0,Graduate
1,9500,1,0,20,12,12,3,Dropout
1,9500,1,1,20,14,14,1,Graduate
1,9500,1,0,20,14,14,4,Enrolled
1,9500,1,0,20,14,14,1,Graduate
7,9991,1,0,25,16,14,1,Enrolled
1,9556,1,1,20,14,16,1,Graduate
1,9853,1,0,20,14,0,4,Dropout
1,9085,1,0,20,12,12,-1,Graduate
1,9147,1,0,20,14,14,0,Graduate
1,9085,1,0,20,12,10,3,Enrolled
43,171,1,1,20,0,0,3,Graduate
1,171,1,0,20,0,0,0,Enrolled
53,9085,1,0,25,14,14,1,Graduate
1,9085,1,0,20,16,16,0,Graduate
1,9500,1,0,20,16,16,3,Graduate
17,9500,1,1,20,14,16,0,Graduate
1,9085,1,0,20,14,12,-1,Graduate
1,9773,1,0,20,14,16,1,Enrolled
17,9238,1,1,20,12,12,1,Graduate
1,9500,1,0,20,14,14,-1,Graduate
44,9070,0,0,20,12,10,1,Dropout
17,8014,1,1,20,12,14,0,Graduate
39,9991,1,0,25,12,12,0,Enrolled
1,9085,1,0,20,16,14,3,Graduate
44,9130,0,0,20,14,12,0,Dropout
39,9500,1,0,25,14,14,0,Graduate
17,9500,1,0,20,12,12,3,Graduate
17,9254,0,0,20,10,0,1,Dropout
17,9556,1,0,20,0,0,1,Dropout
39,9991,1,1,35,10,12,1,Graduate
17,9085,1,0,25,14,14,3,Graduate
39,9500,1,0,30,12,0,0,Dropout
1,9119,1,0,20,10,14,3,Enrolled
1,9773,1,0,20,12,12,3,Enrolled
1,9670,1,0,20,12,12,-1,Dropout
1,9670,1,0,20,12,12,3,Dropout
17,9070,1,0,20,14,14,1,Graduate
1,9070,1,0,20,14,16,-1,Graduate
17,9085,1,0,20,0,12,1,Graduate
7,9556,0,0,40,12,0,0,Dropout
1,171,1,0,20,0,0,1,Enrolled
43,171,1,0,20,0,0,3,Dropout
7,9119,1,0,25,0,0,3,Dropout
18,9070,0,0,20,0,0,4,Dropout
1,9500,1,1,20,14,14,0,Graduate
1,9147,1,0,20,12,12,0,Enrolled
39,9119,1,0,30,0,0,1,Dropout
17,9670,1,1,20,14,14,1,Graduate
17,9070,1,0,20,12,12,3,Graduate
39,9085,1,0,25,0,0,3,Dropout
1,9500,1,0,20,16,0,0,Dropout
7,9500,1,0,30,0,0,-1,Dropout
1,9500,1,1,20,16,16,-1,Graduate
1,9773,1,0,20,14,14,4,Graduate
17,9773,1,0,20,0,0,3,Dropout
1,9238,1,0,20,12,12,1,Graduate
39,9670,1,1,25,12,14,3,Graduate
1,9119,1,0,20,14,12,3,Enrolled
1,171,1,0,20,0,0,4,Dropout
1,9147,1,0,20,10,12,1,Enrolled
39,9556,1,0,25,12,14,3,Dropout
1,9500,1,0,20,12,12,3,Graduate
44,9991,1,0,30,12,12,-1,Enrolled
1,9500,1,1,20,14,14,-1,Graduate
42,9500,0,0,35,12,12,1,Dropout
44,9085,0,0,25,12,12,1,Enrolled
17,9238,1,1,20,12,12,4,Graduate
17,9500,1,0,20,14,14,-1,Graduate
1,9500,1,1,20,14,14,3,Graduate
39,9500,1,1,35,10,10,4,Enrolled
39,9119,1,0,25,0,14,3,Dropout
39,9991,1,0,25,0,0,0,Dropout
17,9085,1,0,20,12,12,1,Graduate
1,9254,1,1,20,10,12,0,Graduate
51,9085,1,0,20,14,16,1,Graduate
1,9773,1,1,20,12,12,1,Graduate
1,171,1,0,20,12,12,1,Graduate
39,9991,1,0,40,12,12,-1,Dropout
43,9238,1,1,30,12,14,-1,Graduate
44,9130,1,1,20,12,10,0,Enrolled
17,9254,0,0,20,0,0,4,Dropout
43,9991,1,0,35,12,12,-1,Graduate
1,9147,1,0,20,12,12,1,Graduate
1,9130,0,0,20,14,12,1,Dropout
39,9119,1,0,40,10,12,0,Dropout
39,8014,1,0,45,12,12,1,Enrolled
1,9147,0,0,20,12,12,1,Dropout
44,9070,1,0,20,14,14,0,Graduate
1,9500,1,0,20,14,14,-1,Graduate
1,9500,1,0,20,12,14,0,Enrolled
39,9003,1,0,25,14,14,1,Graduate
39,9070,0,0,40,0,0,1,Dropout
18,9130,1,0,20,14,12,0,Dropout
17,9254,1,0,20,12,12,3,Enrolled
1,9130,1,0,20,14,14,3,Dropout
43,9773,0,0,20,12,10,0,Dropout
39,9670,0,0,45,14,0,4,Dropout
44,9085,1,0,25,12,10,3,Dropout
43,9130,0,0,25,12,12,3,Dropout
39,9003,0,0,25,0,0,3,Dropout
39,9003,0,0,25,0,0,0,Dropout
43,9070,1,0,25,12,12,4,Dropout
44,9003,1,0,20,12,12,4,Enrolled
1,171,1,1,20,0,0,0,Graduate
17,9070,1,0,20,12,12,3,Enrolled
44,9119,1,0,20,0,10,4,Enrolled
17,9119,0,0,20,0,0,1,Dropout
1,9119,0,1,20,14,14,1,Enrolled
17,171,1,0,20,12,12,1,Enrolled
44,9130,0,0,20,12,0,3,Dropout
1,9670,1,0,20,14,16,0,Graduate
1,9500,1,1,20,14,12,1,Graduate
1,9238,1,0,20,12,12,1,Graduate
17,171,1,1,20,0,0,4,Dropout
39,9773,1,0,35,16,16,1,Graduate
15,9147,1,0,20,10,12,1,Graduate
53,9147,1,1,20,12,12,1,Graduate
1,9147,1,0,25,0,0,3,Dropout
39,9003,0,0,30,14,14,3,Dropout
44,9254,0,0,25,16,14,1,Enrolled
7,9500,1,0,25,0,0,1,Dropout
51,9147,1,0,30,12,10,1,Enrolled
16,9853,1,1,25,14,12,3,Enrolled
39,9147,1,0,25,10,10,0,Enrolled
1,9773,1,1,20,14,14,0,Graduate
42,9003,1,0,25,12,12,3,Enrolled
17,9254,1,0,20,10,10,-1,Enrolled
1,9773,0,0,20,0,0,1,Dropout
1,9254,1,0,35,12,12,4,Graduate
39,9991,1,0,35,10,12,-1,Dropout
1,9147,1,0,25,12,12,1,Graduate
1,9500,1,0,20,14,14,1,Graduate
1,9670,1,0,20,12,12,1,Enrolled
1,9070,1,1,20,14,12,1,Graduate
39,9500,1,0,25,16,16,1,Dropout
17,9147,1,0,20,12,12,1,Enrolled
7,9500,1,0,30,14,16,0,Dropout
43,9147,1,0,25,12,12,-1,Enrolled
39,9238,1,0,40,0,0,3,Dropout
7,9991,1,0,25,14,14,3,Graduate
1,9070,1,0,25,12,0,3,Dropout
17,9254,1,1,20,12,12,1,Graduate
39,9500,1,0,25,14,14,1,Graduate
1,9147,1,0,20,0,0,1,Dropout
39,9991,1,0,30,12,14,4,Dropout
17,9085,1,0,20,0,0,0,Dropout
43,9500,1,0,20,14,12,0,Enrolled
1,9500,1,1,20,14,14,1,Graduate
1,9238,1,1,20,12,12,1,Graduate
1,9085,1,1,20,16,12,-1,Dropout
39,9003,0,0,40,12,14,1,Dropout
17,9254,0,0,20,12,0,1,Dropout
1,9500,1,0,20,12,12,1,Dropout
43,8014,1,0,30,12,14,3,Graduate
1,9147,1,1,20,12,12,1,Graduate
43,9670,1,0,20,12,12,1,Dropout
51,9147,0,0,40,0,0,1,Dropout
43,9991,1,0,35,0,0,4,Dropout
1,9119,1,1,20,12,12,1,Enrolled
17,9670,1,0,20,0,0,3,Dropout
1,9119,0,1,20,12,12,1,Enrolled
51,9991,1,0,25,12,14,1,Graduate
39,9254,1,0,25,12,12,3,Graduate
1,9500,1,1,20,12,14,1,Graduate
51,9500,1,0,45,12,12,1,Dropout
1,9147,1,0,20,12,12,0,Graduate
18,9070,1,0,20,0,0,-1,Dropout
39,9003,1,0,25,14,14,0,Enrolled
43,9991,1,0,30,12,12,-1,Graduate
43,9070,1,0,25,14,12,-1,Graduate
17,9773,0,0,20,0,0,1,Dropout
17,9500,1,0,20,14,14,1,Dropout
43,9085,0,0,20,14,12,0,Enrolled
1,9500,1,1,20,12,12,1,Enrolled
17,9147,1,0,20,12,0,4,Enrolled
39,9670,1,0,25,12,10,0,Dropout
1,9238,1,0,20,14,12,1,Graduate
17,9254,1,0,20,14,14,4,Graduate
1,9238,1,1,20,14,14,1,Graduate
17,9085,1,0,20,12,10,-1,Enrolled
7,9500,0,0,30,0,0,0,Dropout
1,9147,1,1,20,12,12,0,Enrolled
1,9853,1,0,20,14,12,4,Dropout
1,9238,1,1,20,12,14,1,Graduate
17,9147,1,1,20,12,12,0,Graduate
1,9147,0,1,20,10,12,1,Dropout
17,9500,1,1,20,14,14,3,Graduate
1,9238,1,1,20,12,12,1,Graduate
43,8014,1,0,35,12,12,-1,Graduate
39,9500,1,0,40,12,12,3,Enrolled
17,9500,1,0,20,14,14,-1,Graduate
39,9070,1,0,25,16,16,3,Graduate
10,9773,1,0,20,0,0,-1,Dropout
17,9130,1,0,20,10,0,1,Dropout
1,9147,1,1,20,12,12,-1,Graduate
1,9147,1,0,20,14,12,0,Enrolled
1,9500,1,0,20,14,12,1,Graduate
1,9130,1,0,20,12,14,1,Dropout
17,9003,1,0,20,14,12,0,Dropout
39,9991,1,0,40,10,10,-1,Dropout
1,9500,1,0,20,14,12,1,Graduate
43,9254,1,0,20,12,12,4,Enrolled
7,9500,0,0,25,0,0,4,Dropout
1,9119,1,0,20,14,14,1,Dropout
1,9147,1,0,20,12,12,0,Graduate
44,9003,1,0,20,14,14,1,Graduate
39,9085,0,0,35,12,10,3,Dropout
39,9670,0,0,35,0,0,1,Dropout
1,9070,0,1,20,12,12,1,Graduate
15,9238,0,0,20,12,12,0,Graduate
17,9070,1,0,20,14,12,1,Graduate
42,9991,1,0,25,12,12,4,Enrolled
39,9119,1,0,30,0,0,3,Dropout
39,9119,1,0,35,0,12,1,Enrolled
1,9254,0,0,20,10,0,1,Dropout
17,9070,1,0,20,12,14,3,Graduate
1,9130,1,1,25,0,0,3,Dropout
39,9991,1,0,25,12,12,3,Graduate
39,9147,0,0,25,10,0,1,Dropout
39,9991,0,0,30,0,0,1,Dropout
1,171,1,1,20,14,14,1,Graduate
1,9773,1,0,20,12,12,3,Graduate
17,9670,0,0,25,0,0,3,Dropout
1,9500,1,1,20,14,0,1,Dropout
51,9500,1,0,20,16,16,1,Graduate
39,8014,1,0,30,0,0,3,Dropout
1,9773,1,1,20,12,12,-1,Graduate
1,9500,1,0,25,14,14,3,Graduate
39,9556,1,0,35,0,0,1,Dropout
1,9500,1,0,20,0,0,3,Dropout
1,171,0,1,20,0,0,0,Dropout
17,9500,1,0,20,14,14,4,Graduate
